,playerID,yearID,teamID,stint,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP,nameFirst,nameLast,bats,throws,debut,finalGame,pre1920_percent,1920-41_percent,1942-45_percent,1946-62_percent,1963-76_percent,1977-92_percent,1993-2009_percent,post2009_percent,era_1,era_2,era_3,era_4,era_5,era_6,era_7,era_8,decade_1910,decade_1920,decade_1930,decade_1940,decade_1950,decade_1960,decade_1970,decade_1980,decade_1990,decade_2000,decade_2010,throws_R,bats_R,AVE,OBP,Slug_Percent,OPS,debutYear,currentYear,YRSPRO,AB_chg,R_chg,H_chg,2B_chg,3B_chg,HR_chg,RBI_chg,SB_chg,CS_chg,BB_chg,SO_chg,IBB_chg,HBP_chg,SH_chg,SF_chg,GIDP_chg,AVE_chg,OBP_chg,Slug_chg,OPS_chg,KMeans_label
31,aaronha01,1976,ML4,1,85,271,22,62,8,0,10,35.0,0.0,1.0,35,38.0,1.0,0.0,0.0,2.0,8.0,Hank,Aaron,R,R,1954-04-13,1976,0.0,0.0,0.0,0.40933899332929047,0.5906610066707095,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.22878228782287824,0.31493506493506496,0.36900369003690037,0.6839387549719653,1954,1976,22,-0.41720430107526885,-0.5111111111111111,-0.4311926605504587,-0.5,-1.0,-0.16666666666666663,-0.41666666666666663,0.0,0.0,-0.5,-0.2549019607843137,-0.6666666666666667,-1.0,-1.0,-0.6666666666666667,-0.4666666666666667,-0.024002166627170807,-0.05169552669552657,0.03991949010399187,-0.004371949312167667,6
38,aaronto01,1971,ATL,1,25,53,4,12,2,0,0,3.0,0.0,0.0,3,5.0,1.0,0.0,0.0,0.0,3.0,Tommie,Aaron,R,R,1962-04-10,1971,0.0,0.0,0.0,0.32867132867132864,0.6713286713286714,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.22641509433962265,0.26785714285714285,0.2641509433962264,0.5320080862533693,1962,1971,9,-0.15873015873015872,0.33333333333333326,-0.07692307692307687,0.0,0.0,-1.0,-0.5714285714285714,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,-0.4,0.09724238026124832,0.10491071428571419,-0.2075471698113207,-0.07598595545467435,6
74,abbated01,1910,BSN,2,52,178,20,44,4,2,0,10.0,2.0,0.0,12,16.0,0.0,0.0,8.0,0.0,0.0,Ed,Abbaticchio,R,R,1897-09-04,1910,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.24719101123595505,0.29473684210526313,0.29213483146067415,0.5868716735659373,1897,1910,13,1.0459770114942528,0.5384615384615385,1.2000000000000002,0.0,0.0,-1.0,-0.375,0.0,0.0,-0.368421052631579,0.4545454545454546,0.0,0.0,7.0,0.0,0.0,0.07528089887640443,-0.1989203778677463,0.10503175378602836,-0.07183492134709768,2
198,abnersh01,1992,CHA,1,97,208,21,58,10,1,1,16.0,1.0,2.0,12,35.0,2.0,3.0,2.0,3.0,3.0,Shawn,Abner,R,R,1987-09-08,1992,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.27884615384615385,0.3230088495575221,0.35096153846153844,0.6739703880190606,1987,1992,5,0.808695652173913,0.3999999999999999,2.0526315789473686,1.5,0.0,0.0,2.2,0.0,0.0,0.7142857142857142,0.3999999999999999,-0.5,2.0,1.0,2.0,0.0,0.6877530364372471,0.48344804981973133,0.44144917582417564,0.4612768333817552,0
230,abreubo01,2014,NYN,1,78,133,12,33,9,0,1,14.0,1.0,0.0,20,21.0,0.0,0.0,0.0,2.0,3.0,Bobby,Abreu,L,R,1996-09-01,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.8059950041631974,0.19400499583680267,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.24812030075187969,0.3419354838709677,0.3383458646616541,0.6802813485326218,1996,2014,18,-0.31794871794871793,-0.5714285714285714,-0.3125,0.125,-1.0,-0.6666666666666667,-0.26315789473684215,-0.8333333333333334,-1.0,-0.4285714285714286,-0.5882352941176471,-1.0,0.0,0.0,0.0,-0.5,0.007988721804511156,-0.05246793626117385,-0.015262035686230524,-0.034321301418323014,3
308,ackledu01,2016,NYA,1,28,61,6,9,0,0,0,4.0,0.0,0.0,8,9.0,0.0,0.0,0.0,1.0,0.0,Dustin,Ackley,L,R,2011-06-17,2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.14754098360655737,0.24285714285714285,0.14754098360655737,0.3903981264637002,2011,2016,5,-0.6720430107526882,-0.7272727272727273,-0.775,-1.0,-1.0,-1.0,-0.7894736842105263,-1.0,-1.0,-0.4285714285714286,-0.7631578947368421,0.0,-1.0,-1.0,-0.6666666666666667,-1.0,-0.3139344262295082,-0.09922077922077921,-0.5964320154291225,-0.3853926433267514,3
397,adamsbe01,1919,PHI,1,78,232,14,54,7,2,1,17.0,4.0,0.0,6,27.0,0.0,0.0,3.0,0.0,0.0,Bert,Adams,B,R,1910-08-30,1919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.23275862068965517,0.25210084033613445,0.29310344827586204,0.5452042886119965,1910,1919,9,0.022026431718061623,0.3999999999999999,0.3500000000000001,0.75,0.0,0.0,0.41666666666666674,-0.19999999999999996,0.0,-0.4,0.03846153846153855,0.0,-1.0,-0.6666666666666667,0.0,0.0,0.320905172413793,0.17647058823529416,0.5121473354231973,0.33589763238930237,2
424,adamsbu01,1947,PHI,1,69,182,21,45,11,1,2,15.0,2.0,0.0,26,29.0,0.0,0.0,1.0,0.0,3.0,Buster,Adams,R,R,1939-04-27,1947,0.0,0.0,0.7282608695652174,0.2717391304347826,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.24725274725274726,0.34134615384615385,0.3516483516483517,0.6929945054945055,1939,1947,8,0.052023121387283267,0.0,0.40625,0.8333333333333333,0.0,-0.6,-0.31818181818181823,-0.33333333333333337,0.0,-0.10344827586206895,0.07407407407407418,0.0,-1.0,-0.75,0.0,0.0,0.3367101648351649,0.09337439903846168,0.14783329877669504,0.1203469087551916,4
439,adamsgl01,1982,TOR,1,30,66,2,17,4,0,1,11.0,0.0,0.0,4,5.0,0.0,0.0,0.0,3.0,3.0,Glenn,Adams,L,R,1975-05-04,1982,0.0,0.0,0.0,0.0,0.19667170953101362,0.8033282904689864,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.25757575757575757,0.2876712328767123,0.36363636363636365,0.6513075965130759,1975,1982,7,-0.7,-0.8461538461538461,-0.6304347826086957,-0.6,0.0,-0.5,-0.5416666666666667,0.0,-1.0,-0.8,-0.8076923076923077,-1.0,0.0,0.0,0.5,-0.7,0.23188405797101463,0.0547945205479452,0.2903225806451615,0.17448910846620258,0
505,adamssp01,1934,CIN,1,87,278,38,70,16,1,0,14.0,2.0,0.0,20,10.0,0.0,2.0,1.0,0.0,2.0,Sparky,Adams,R,R,1922-09-18,1934,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.2517985611510791,0.30666666666666664,0.31654676258992803,0.6232134292565947,1922,1934,12,-0.483271375464684,-0.35593220338983056,-0.5035460992907801,-0.23809523809523814,0.0,-1.0,-0.36363636363636365,-0.33333333333333337,0.0,-0.5454545454545454,-0.6666666666666667,0.0,0.0,-0.9333333333333333,0.0,-0.8,-0.03923669574978328,-0.04228163992869882,0.01977340283461837,-0.011736129261065598,5
545,adcocjo01,1966,CAL,1,83,231,33,63,10,3,18,48.0,2.0,2.0,31,48.0,6.0,0.0,0.0,3.0,11.0,Joe,Adcock,R,R,1950-04-23,1966,0.0,0.0,0.0,0.7856049004594181,0.21439509954058192,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.2727272727272727,0.35471698113207545,0.5757575757575758,0.9304745568896513,1950,1966,16,-0.33810888252148996,0.10000000000000009,-0.25,-0.2857142857142857,0.0,0.2857142857142858,0.02127659574468077,0.0,0.0,-0.16216216216216217,-0.3513513513513513,1.0,-1.0,0.0,0.0,0.10000000000000009,0.13311688311688297,0.12520878441076388,0.4352813852813855,0.2988350842016887,6
644,ageeto01,1973,HOU,1,83,204,30,48,5,2,8,15.0,2.0,5.0,16,55.0,1.0,1.0,0.0,0.0,4.0,Tommie,Agee,R,R,1962-09-14,1973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.23529411764705882,0.29411764705882354,0.39705882352941174,0.6911764705882353,1962,1973,11,-0.5165876777251185,-0.42307692307692313,-0.5,-0.782608695652174,0.0,-0.3846153846153846,-0.6808510638297872,-0.75,-0.4444444444444444,-0.6981132075471699,-0.40217391304347827,-0.8333333333333334,-0.75,-1.0,-1.0,-0.7777777777777778,0.03431372549019618,-0.07343329488658201,0.06049888309754281,-0.000951814048056332,6
645,ageeto01,1973,SLN,2,26,62,8,11,3,1,3,7.0,1.0,0.0,5,13.0,0.0,0.0,0.0,0.0,8.0,Tommie,Agee,R,R,1962-09-14,1973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.1774193548387097,0.23880597014925373,0.4032258064516129,0.6420317766008666,1962,1973,11,-0.696078431372549,-0.7333333333333334,-0.7708333333333334,-0.4,-0.5,-0.625,-0.5333333333333333,-0.5,-1.0,-0.6875,-0.7636363636363637,-1.0,-1.0,0.0,0.0,1.0,-0.24596774193548387,-0.18805970149253737,0.015531660692950977,-0.0711029615136397,6
658,agnewsa01,1919,WS1,1,42,98,6,23,7,0,0,10.0,1.0,0.0,10,8.0,0.0,1.0,9.0,0.0,0.0,Sam,Agnew,R,R,1913-04-10,1919,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.23469387755102042,0.3119266055045872,0.30612244897959184,0.618049054484179,1913,1919,6,-0.507537688442211,-0.4545454545454546,-0.303030303030303,-0.125,0.0,0.0,0.6666666666666667,0.0,0.0,-0.09090909090909094,-0.6923076923076923,0.0,-0.6666666666666667,0.5,0.0,0.0,0.4152752009894869,0.4136248292016398,0.48581383773021414,0.44848199007082257,2
684,aguaylu01,1989,CLE,1,47,97,7,17,4,1,1,8.0,0.0,0.0,7,19.0,0.0,2.0,3.0,3.0,4.0,Luis,Aguayo,R,R,1980-04-19,1989,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.17525773195876287,0.23853211009174313,0.26804123711340205,0.5065733472051452,1980,1989,9,0.0,-0.2222222222222222,-0.29166666666666663,0.33333333333333326,0.0,-0.6666666666666667,0.6000000000000001,-1.0,0.0,-0.46153846153846156,0.11764705882352944,-1.0,0.0,2.0,0.0,1.0,-0.29166666666666674,-0.29085048351103393,-0.2777777777777778,-0.28399289777733483,0
888,aldremi01,1996,CAL,1,31,40,5,6,1,0,3,8.0,0.0,0.0,5,4.0,0.0,0.0,0.0,1.0,3.0,Mike,Aldrete,L,L,1986-05-28,1996,0.0,0.0,0.0,0.0,0.0,0.6733333333333333,0.32666666666666666,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.15,0.2391304347826087,0.4,0.6391304347826088,1986,1996,10,-0.6799999999999999,-0.7222222222222222,-0.8235294117647058,-0.875,0.0,-0.25,-0.6190476190476191,0.0,0.0,-0.736842105263158,-0.8260869565217391,-1.0,-1.0,0.0,-0.5,0.0,-0.44852941176470595,-0.34903381642512077,-0.07407407407407396,-0.2004342497868712,1
889,aldremi01,1996,NYA,2,32,68,11,17,5,0,3,12.0,0.0,1.0,9,15.0,0.0,0.0,0.0,0.0,1.0,Mike,Aldrete,L,L,1986-05-28,1996,0.0,0.0,0.0,0.0,0.0,0.6733333333333333,0.32666666666666666,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0.33766233766233766,0.45588235294117646,0.7935446906035142,1986,1996,10,0.7,1.2000000000000002,1.8333333333333335,4.0,0.0,0.0,0.5,0.0,0.0,0.8,2.75,0.0,0.0,0.0,-1.0,-0.6666666666666667,0.6666666666666667,0.4120425029515937,0.13970588235294112,0.2416005363184235,1
916,aldrivi01,1928,NY1,1,22,40,7,11,0,0,1,4.0,0.0,0.0,0,6.0,0.0,0.0,2.0,0.0,0.0,Vic,Aldridge,R,R,1917-04-15,1928,0.12244897959183673,0.8775510204081632,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.275,0.275,0.35,0.625,1917,1928,11,-0.5833333333333333,0.3999999999999999,-0.47619047619047616,-1.0,0.0,0.0,-0.5555555555555556,0.0,0.0,-1.0,1.0,0.0,0.0,-0.33333333333333337,0.0,0.0,0.25714285714285734,0.21250000000000013,0.2923076923076924,0.2559343979283557,5
928,alexada01,1933,BOS,1,94,313,40,88,14,1,5,40.0,0.0,1.0,25,22.0,0.0,1.0,0.0,0.0,0.0,Dale,Alexander,R,R,1929-04-16,1933,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.28115015974440893,0.336283185840708,0.3801916932907348,0.7164748791314428,1929,1933,4,-0.16755319148936165,-0.31034482758620685,-0.37142857142857144,-0.4814814814814815,-0.6666666666666667,-0.375,-0.2857142857142857,-1.0,-0.8,-0.5454545454545454,0.1578947368421053,0.0,0.0,0.0,0.0,0.0,-0.24491099954358742,-0.2588044067184395,-0.2743549407242828,-0.2671382395020244,5
959,alexaga01,1981,PIT,1,21,47,6,10,4,1,1,6.0,0.0,0.0,3,12.0,0.0,0.0,0.0,1.0,1.0,Gary,Alexander,R,R,1975-09-12,1981,0.0,0.0,0.0,0.0,0.053613053613053616,0.9463869463869464,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.2127659574468085,0.2549019607843137,0.40425531914893614,0.6591572799332499,1975,1981,6,-0.7359550561797753,-0.7272727272727273,-0.75,-0.4285714285714286,0.0,-0.8,-0.8064516129032258,0.0,-1.0,-0.8235294117647058,-0.7692307692307692,-1.0,0.0,0.0,-0.6666666666666667,-0.8888888888888888,-0.05319148936170215,-0.11455108359133137,0.12433510638297873,0.018114610130925746,0
984,alexama02,2006,SDN,1,22,34,2,6,1,1,0,4.0,0.0,1.0,2,5.0,2.0,0.0,2.0,1.0,0.0,Manny,Alexander,R,R,1992-09-18,2006,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0.17647058823529413,0.21621621621621623,0.2647058823529412,0.4809220985691574,1992,2006,14,0.6190476190476191,-0.33333333333333337,0.19999999999999996,-0.5,0.0,0.0,0.33333333333333326,0.0,0.0,1.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-0.25882352941176456,-0.2072072072072071,-0.2058823529411764,-0.20647853736089017,1
1017,alexawa01,1917,NYA,1,20,51,1,7,2,1,0,4.0,1.0,0.0,4,11.0,0.0,0.0,4.0,0.0,0.0,Walt,Alexander,R,R,1912-06-21,1917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.13725490196078433,0.2,0.21568627450980393,0.41568627450980394,1912,1917,5,-0.34615384615384615,-0.875,-0.65,-0.6666666666666667,0.0,0.0,0.33333333333333326,0.0,0.0,-0.6923076923076923,-0.44999999999999996,0.0,-1.0,0.0,0.0,0.0,-0.4647058823529411,-0.4685714285714285,-0.39915966386554624,-0.43468537021107645,2
1066,alicelu01,2002,KCA,1,94,237,28,54,8,2,1,23.0,2.0,3.0,32,34.0,1.0,1.0,3.0,0.0,5.0,Luis,Alicea,B,R,1988-04-23,2002,0.0,0.0,0.0,0.0,0.0,0.174496644295302,0.825503355704698,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.22784810126582278,0.32222222222222224,0.2911392405063291,0.6133614627285513,1988,2002,14,-0.3875968992248062,-0.36363636363636365,-0.49056603773584906,-0.5,-0.5,-0.75,-0.28125,-0.75,-0.5,0.3913043478260869,-0.3928571428571429,0.0,-0.75,0.0,-1.0,-0.16666666666666663,-0.16813947934081686,0.005430242272347563,-0.20654305580317345,-0.10771716088152294,1
1074,allanan01,1995,CAL,1,35,82,5,14,3,0,3,10.0,0.0,1.0,7,12.0,0.0,1.0,1.0,0.0,0.0,Andy,Allanson,R,R,1986-04-07,1995,0.0,0.0,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.17073170731707318,0.24444444444444444,0.3170731707317073,0.5615176151761517,1986,1995,9,-0.45695364238410596,-0.5,-0.6,-0.7,0.0,2.0,-0.375,0.0,0.0,0.0,-0.6129032258064516,0.0,0.0,-0.5,0.0,-1.0,-0.26341463414634136,-0.0804232804232804,-0.002540650406504086,-0.03800895713969343,1
1140,allendi01,1977,OAK,1,54,171,19,41,4,0,5,31.0,1.0,3.0,24,36.0,0.0,1.0,0.0,4.0,4.0,Dick,Allen,R,R,1963-09-03,1977,0.0,0.0,0.0,0.0,0.9689476710753306,0.03105232892466935,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.23976608187134502,0.33,0.3508771929824561,0.6808771929824562,1963,1977,14,-0.4261744966442953,-0.6346153846153846,-0.48750000000000004,-0.75,-1.0,-0.6666666666666667,-0.36734693877551017,-0.9090909090909091,-0.25,-0.3513513513513513,-0.4285714285714286,-1.0,0.0,-1.0,0.33333333333333326,-0.6923076923076923,-0.10687134502923978,-0.046666666666666634,-0.268801374064532,-0.17571304824561396,6
1164,allenfr01,1917,BSN,1,29,29,2,5,0,0,0,5.0,1.0,0.0,7,7.0,0.0,0.0,0.0,0.0,0.0,Frank,Allen,R,L,1912-04-24,1917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1724137931034483,0.3333333333333333,0.1724137931034483,0.5057471264367817,1912,1917,5,-0.6741573033707865,-0.33333333333333337,-0.2857142857142857,-1.0,-1.0,0.0,1.5,0.0,0.0,-0.125,-0.8409090909090909,0.0,-1.0,-1.0,0.0,0.0,1.1921182266009853,1.0416666666666665,0.27873563218390807,0.6965870910698502,2
1182,allenha02,1973,CHA,1,28,39,2,4,2,0,0,0.0,0.0,1.0,1,9.0,0.0,0.0,0.0,0.0,2.0,Hank,Allen,R,R,1966-09-09,1973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.10256410256410256,0.125,0.15384615384615385,0.27884615384615385,1966,1973,7,0.026315789473684292,-0.33333333333333337,-0.5,0.0,0.0,0.0,-1.0,0.0,0.0,-0.8,0.0,-1.0,0.0,0.0,-1.0,0.0,-0.5128205128205128,-0.5769230769230769,-0.41538461538461535,-0.5008235875473563,6
1193,allenje01,1999,NYN,1,40,73,14,16,2,0,3,9.0,2.0,1.0,9,23.0,0.0,1.0,2.0,1.0,1.0,Jermaine,Allensworth,R,R,1996-07-23,1999,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.2191780821917808,0.30952380952380953,0.3698630136986301,0.6793868232224396,1996,1999,3,-0.6866952789699571,-0.5333333333333333,-0.7777777777777778,-0.8461538461538461,-1.0,0.0,-0.625,-0.75,-0.75,-0.47058823529411764,-0.4651162790697675,0.0,-0.8571428571428572,-0.33333333333333337,0.0,0.0,-0.2907153729071539,-0.16815476190476186,-0.13821917808219186,-0.15212050549755574,1
1209,allenjo02,1944,NY1,1,24,24,2,2,0,0,0,0.0,0.0,0.0,0,9.0,0.0,0.0,0.0,0.0,1.0,Johnny,Allen,R,R,1932-04-19,1944,0.0,0.8349514563106796,0.1650485436893204,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,1932,1944,12,-0.3846153846153846,-0.33333333333333337,-0.7142857142857143,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-0.18181818181818177,0.0,0.0,-1.0,0.0,-0.5,-0.5357142857142858,-0.5833333333333334,-0.5357142857142858,-0.5608108108108107,4
1263,alleyge01,1973,PIT,1,76,158,25,32,3,2,2,8.0,1.0,0.0,20,28.0,6.0,0.0,3.0,0.0,8.0,Gene,Alley,R,R,1963-09-04,1973,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.20253164556962025,0.29213483146067415,0.2848101265822785,0.5769449580429526,1963,1973,10,-0.5446685878962536,-0.16666666666666663,-0.627906976744186,-0.75,0.0,-0.33333333333333337,-0.7777777777777778,-0.75,-1.0,-0.4736842105263158,-0.46153846153846156,-0.4,0.0,0.0,-1.0,0.33333333333333326,-0.18280836031792758,-0.09061254077564329,-0.10964762230585012,-0.1001099102150923,6
1286,allisbo01,1970,MIN,1,47,72,15,15,5,0,1,7.0,1.0,0.0,14,20.0,0.0,1.0,0.0,0.0,2.0,Bob,Allison,R,R,1958-09-16,1970,0.0,0.0,0.0,0.3934640522875817,0.6065359477124183,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.20833333333333334,0.3448275862068966,0.3194444444444444,0.664272030651341,1958,1970,12,-0.6190476190476191,-0.16666666666666663,-0.6511627906976745,-0.375,-1.0,-0.875,-0.7407407407407407,-0.5,-1.0,-0.5172413793103448,-0.4871794871794872,-1.0,0.0,-1.0,0.0,-0.75,-0.08430232558139528,0.034482758620689724,-0.2357594936708861,-0.11586328314715877,6
1318,almadme01,1939,BRO,2,39,112,11,24,4,0,0,3.0,2.0,0.0,9,17.0,0.0,0.0,0.0,0.0,2.0,Mel,Almada,L,L,1933-09-08,1939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.21428571428571427,0.2727272727272727,0.25,0.5227272727272727,1933,1939,6,-0.4314720812182741,-0.5416666666666667,-0.5,-0.4285714285714286,-1.0,-1.0,-0.8,-0.5,-1.0,0.125,0.0625,0.0,-1.0,-1.0,0.0,0.0,-0.12053571428571441,-0.014354066985646008,-0.2537878787878788,-0.14548567243431298,5
1319,almadme01,1939,SLA,1,42,134,17,32,2,1,1,7.0,1.0,0.0,10,8.0,0.0,0.0,2.0,0.0,2.0,Mel,Almada,L,L,1933-09-08,1939,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.23880597014925373,0.2916666666666667,0.291044776119403,0.5827114427860697,1933,1939,6,0.1964285714285714,0.5454545454545454,0.33333333333333326,-0.5,0.0,0.0,1.3333333333333335,-0.5,0.0,0.11111111111111116,-0.5294117647058824,0.0,0.0,0.0,0.0,0.0,0.11442786069651745,0.06944444444444464,0.16417910447761197,0.11475232532987256,5
1345,almonab01,2018,KCA,1,50,134,15,24,1,2,3,9.0,2.0,2.0,15,36.0,0.0,0.0,1.0,1.0,6.0,Abraham,Almonte,B,R,2013-08-30,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1791044776119403,0.26,0.2835820895522388,0.5435820895522387,2013,2018,5,-0.22093023255813948,-0.42307692307692313,-0.4,-0.875,-0.33333333333333337,0.0,-0.3571428571428571,0.0,1.0,-0.25,-0.21739130434782605,0.0,-1.0,0.0,0.0,2.0,-0.22985074626865676,-0.17311475409836063,-0.2257758824923004,-0.20145077202698325,3
1362,almonbi01,1988,PHI,1,20,26,1,3,2,0,0,1.0,0.0,0.0,3,11.0,0.0,0.0,2.0,0.0,0.0,Bill,Almon,R,R,1974-09-02,1988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0.11538461538461539,0.20689655172413793,0.19230769230769232,0.39920424403183025,1974,1988,14,-0.5185185185185186,-0.875,-0.7692307692307692,-0.33333333333333337,0.0,0.0,-0.75,-1.0,0.0,-0.625,-0.3125,0.0,0.0,0.0,0.0,0.0,-0.5207100591715976,-0.38916256157635465,-0.35096153846153844,-0.37133781325561244,0
1400,alomaro01,2004,ARI,1,38,110,14,34,5,2,3,16.0,0.0,2.0,12,18.0,0.0,1.0,2.0,0.0,2.0,Roberto,Alomar,B,R,1988-04-22,2004,0.0,0.0,0.0,0.0,0.0,0.32232105040237186,0.6776789495976281,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3090909090909091,0.3821138211382114,0.4727272727272727,0.8548410938654841,1988,2004,16,-0.5817490494296578,-0.5882352941176471,-0.5072463768115942,-0.7058823529411764,1.0,0.5,-0.2727272727272727,-1.0,0.0,-0.5862068965517242,-0.55,-1.0,-0.5,-0.5,-1.0,-0.75,0.17812911725955183,0.1386991869918699,0.32263056092843323,0.23356377762950076,1
1419,alomasa01,1978,TEX,1,24,29,3,6,1,0,0,1.0,0.0,0.0,1,7.0,0.0,0.0,1.0,0.0,0.0,Sandy,Alomar,B,R,1964-09-15,1978,0.0,0.0,0.0,0.0,0.935191637630662,0.06480836236933799,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.20689655172413793,0.23333333333333334,0.2413793103448276,0.4747126436781609,1964,1978,14,-0.6506024096385542,-0.8571428571428572,-0.7272727272727273,-0.6666666666666667,0.0,-1.0,-0.9090909090909091,-1.0,-1.0,-0.875,-0.46153846153846156,0.0,-1.0,-0.75,-1.0,0.0,-0.21943573667711602,-0.29999999999999993,-0.2844827586206896,-0.2921949205038199,6
1486,alouje01,1979,HOU,1,42,43,3,11,4,0,0,10.0,0.0,0.0,6,7.0,1.0,0.0,0.0,0.0,4.0,Jesus,Alou,R,R,1963-09-10,1979,0.0,0.0,0.0,0.0,0.9127565982404692,0.0872434017595308,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.2558139534883721,0.3469387755102041,0.3488372093023256,0.6957759848125297,1963,1979,16,-0.6906474820143884,-0.5714285714285714,-0.7555555555555555,-0.19999999999999996,-1.0,-1.0,-0.4736842105263158,0.0,0.0,0.0,0.3999999999999999,0.0,0.0,-1.0,-1.0,0.0,-0.2098191214470284,0.006802721088435382,-0.16399358460304736,-0.08674130290541948,6
