,y_true,lrpreds,ridgepreds,lassopreds,enetpreds,rfpreds,playerID,nameFirst,nameLast
31,0.22878228782287824,0.23622451367316938,0.22196624549932018,0.24677830024827654,0.23628835074931206,0.2324829727231193,aaronha01,Hank,Aaron
38,0.22641509433962265,0.20696996843579124,0.24313141368024838,0.22308518237510244,0.22879131711543702,0.21984780649165514,aaronto01,Tommie,Aaron
74,0.24719101123595505,0.23300019782344986,0.2512625175532489,0.24882504892185783,0.2554061973280637,0.23692184848568545,abbated01,Ed,Abbaticchio
198,0.27884615384615385,0.26079747902499917,0.29948408367070867,0.28403499805650567,0.2976731856171276,0.2661494021552452,abnersh01,Shawn,Abner
230,0.24812030075187969,0.25430589053724273,0.2695258693343365,0.2795432854478114,0.27832157544483227,0.2581584175985923,abreubo01,Bobby,Abreu
308,0.14754098360655737,0.1573679527540024,0.13543281915289274,0.16741670945851592,0.15218800274527802,0.14520124799550446,ackledu01,Dustin,Ackley
397,0.23275862068965517,0.21674707037666682,0.2492139745939406,0.2290976382589206,0.24552297328583256,0.21639770142272627,adamsbe01,Bert,Adams
424,0.24725274725274726,0.25461848900288286,0.27607249098669484,0.28025405982585483,0.27530055705716117,0.2462619318476056,adamsbu01,Buster,Adams
439,0.25757575757575757,0.24461460049675837,0.28510980747839526,0.2638121209589514,0.275579704544223,0.24633402218593933,adamsgl01,Glenn,Adams
505,0.2517985611510791,0.24420858282947316,0.2574965452782578,0.2671439617763965,0.2666886184977901,0.23798093743450172,adamssp01,Sparky,Adams
545,0.2727272727272727,0.3071344138255091,0.29019889600390486,0.32273156697674976,0.31484970261864437,0.29718591938249217,adcocjo01,Joe,Adcock
644,0.23529411764705882,0.23582219918924183,0.22940384297872016,0.25448953192462215,0.2473354953399072,0.23118190205883052,ageeto01,Tommie,Agee
645,0.1774193548387097,0.22150973515034356,0.1918849219075758,0.2412785365387748,0.23424593619848877,0.2003119889420467,ageeto01,Tommie,Agee
658,0.23469387755102042,0.25012305178102756,0.2814527613331734,0.2689530626445815,0.2803439404630354,0.25300104321075284,agnewsa01,Sam,Agnew
684,0.17525773195876287,0.1913060261835065,0.20236893915224502,0.20598665953701323,0.20636177077886944,0.18432933401656285,aguaylu01,Luis,Aguayo
888,0.15,0.21608536037175047,0.2021427053050338,0.23473270752128628,0.22117822511991417,0.1902446054091303,aldremi01,Mike,Aldrete
889,0.25,0.28412021058418524,0.31651196958108385,0.3100386408307827,0.30854757686574374,0.27287821202314,aldremi01,Mike,Aldrete
916,0.275,0.23923959011789314,0.287937356992084,0.2544610221856368,0.2682509782108604,0.2713292178269557,aldrivi01,Vic,Aldridge
928,0.28115015974440893,0.26866106870410145,0.271978628945541,0.2878038301921702,0.29072330236386146,0.260283717082282,alexada01,Dale,Alexander
959,0.2127659574468085,0.2305065857784959,0.23445182762390548,0.2531032730570673,0.2495844694502573,0.22455434939942379,alexaga01,Gary,Alexander
984,0.17647058823529413,0.17374187898939275,0.20360740652401466,0.19111903407683886,0.1927757293284958,0.19322805179668545,alexama02,Manny,Alexander
1017,0.13725490196078433,0.16280215898742464,0.17558156960836907,0.16942731457236537,0.1727744751224092,0.163508366196314,alexawa01,Walt,Alexander
1066,0.22784810126582278,0.22899798166909374,0.2486557512003641,0.25186085411875697,0.24743194546310238,0.22879793270525994,alicelu01,Luis,Alicea
1074,0.17073170731707318,0.19631122241902355,0.20273967072153382,0.21454120338482946,0.20806680903540362,0.18997314596734494,allanan01,Andy,Allanson
1140,0.23976608187134502,0.24917516793357114,0.24376862494168217,0.2656682480560222,0.26654245452292924,0.2347015657905971,allendi01,Dick,Allen
1164,0.1724137931034483,0.22688395436201175,0.2043196700412207,0.23408423966719832,0.2316609404302426,0.17865645632959326,allenfr01,Frank,Allen
1182,0.10256410256410256,0.10298320861953258,0.10697530868905741,0.1065925905398451,0.10444877399388072,0.10989046344513481,allenha02,Hank,Allen
1193,0.2191780821917808,0.2425106102789583,0.2626676509161435,0.2670267576869164,0.26030736037860597,0.23512355375254665,allenje01,Jermaine,Allensworth
1209,0.08333333333333333,0.06628435988667977,0.0678248894795472,0.06073711174805452,0.05757102443606629,0.08190905347666877,allenjo02,Johnny,Allen
1263,0.20253164556962025,0.21727979927527008,0.20628545666608072,0.2325075469620206,0.2258636866850816,0.20679500712875157,alleyge01,Gene,Alley
1286,0.20833333333333334,0.25167456218298945,0.26736919152878547,0.2760542028835223,0.2710685648997812,0.24951703606921774,allisbo01,Bob,Allison
1318,0.21428571428571427,0.20986714456080846,0.2291057947791441,0.2226827295492263,0.2225806667654385,0.20555003966784213,almadme01,Mel,Almada
1319,0.23880597014925373,0.22938858886014962,0.24316044313838686,0.24338158091337386,0.24309866312541495,0.22178991834263823,almadme01,Mel,Almada
1345,0.1791044776119403,0.19719277340095676,0.19527603223515944,0.21185698681178755,0.20322727752070419,0.19439973482514694,almonab01,Abraham,Almonte
1362,0.11538461538461539,0.1523127892371886,0.16579279178499068,0.16414170816935553,0.16274053841750527,0.1578086926684359,almonbi01,Bill,Almon
1400,0.3090909090909091,0.3078115092795849,0.34864261668785973,0.3424566602471525,0.3390512065672328,0.3064886494941744,alomaro01,Roberto,Alomar
1419,0.20689655172413793,0.1784385527310328,0.2032924542662111,0.19434036974310176,0.1947296710654577,0.20971199570048493,alomasa01,Sandy,Alomar
1486,0.2558139534883721,0.2696134194552874,0.3349369414276693,0.29538645708507805,0.3087813107940323,0.28712866411148313,alouje01,Jesus,Alou
1503,0.19753086419753085,0.1850808794729977,0.20922525259123453,0.19826093701381994,0.1987860623978011,0.18338270191019113,alouma01,Matty,Alou
1557,0.22666666666666666,0.24567477166614898,0.2734153086187909,0.26466351081426565,0.2685047620529917,0.23969444498151432,altizda01,Dave,Altizer
1668,0.18018018018018017,0.22873599952572823,0.22809332957548198,0.24627350892249936,0.22077201752613865,0.21074318677871878,alvarpe01,Pedro,Alvarez
1702,0.1826086956521739,0.18204591428497433,0.20480018532873878,0.19210398486705776,0.19798747926468202,0.16999931133179821,alvisma01,Max,Alvis
1714,0.1935483870967742,0.21504044536326503,0.2328778913798767,0.23313006613686776,0.23112244693799436,0.20855529223178187,alyeabr01,Brant,Alyea
1735,0.21666666666666667,0.22171422242993927,0.27239146295341665,0.24424551103120182,0.2538526656685889,0.232487016946352,amarari01,Rich,Amaral
1743,0.23809523809523808,0.22956848006729214,0.2593668906157719,0.24992172447802258,0.25691342260484523,0.22339440641722258,amarial01,Alexi,Amarista
1754,0.2222222222222222,0.22700069248908536,0.25357320419413915,0.24252007577460954,0.2500474113666898,0.21613745105438992,amaroru01,Ruben,Amaro
1762,0.18691588785046728,0.18044688420929225,0.19986092599254027,0.19394540123717885,0.19602422786096174,0.18404003986712428,amaroru02,Ruben,Amaro
1805,0.24242424242424243,0.2191044341255625,0.24146129793044863,0.23940775582354817,0.24304555424903004,0.24101082077634106,amezaal01,Alfredo,Amezaga
1806,0.13636363636363635,0.13717038312829763,0.12986428708514,0.14589736381631685,0.13726010247524512,0.1332764899252793,amezaal01,Alfredo,Amezaga
1815,0.14925373134328357,0.18437829698843342,0.1841725632308619,0.1951793892110891,0.18016408224653024,0.1523356577370591,amorosa01,Sandy,Amoros
1854,0.1625,0.2241446398517808,0.2407974811895907,0.24470684689267838,0.23599751895788204,0.21364384056635735,anderbr01,Brady,Anderson
1918,0.2857142857142857,0.270858088731295,0.3104168029295684,0.29612065902367146,0.3013372624912796,0.26926073337561934,anderda02,Dave,Anderson
1953,0.18064516129032257,0.1739416544516689,0.19132818625823722,0.18660396598187115,0.1907629987168216,0.1704281684123874,anderga01,Garret,Anderson
1974,0.10638297872340426,0.11469626722862619,0.10516003300439161,0.11926900334799434,0.1094303746372105,0.10631242180369113,anderji01,Jim,Anderson
